Date,CTVA,IR,ACMR,ALTM,BNTX,BWB,CARG,CGBD,CHX,CMBM,CRNC,EXPI,EYE,FLMN,FNKO,FOCS,FRG,FTDR,FUTU,GO,GRWG,GSHD,GSKY,GTX,HHR,HLNE,ILPT,IMXI,INMD,LAZY,LBC,LPRO,LSEA,LX,MESA,MRBK,NCSM,NESR,NIU,NMRK,OPRA,OPRT,PECO,PGNY,PLMR,PNTG,ROAD,ROKU,RTLR,SCPL,SGH,SITM,SMPL,STXB,TW,VCTR,VRRM,XP,SAFE
2018-11-02,,25.850000381469727,10.020000457763672,,,11.300000190734863,44.91999816894531,15.859999656677246,41.5,,,5.824999809265137,43.220001220703125,9.449999809265137,20.59000015258789,38.45000076293945,10.550000190734863,35.02000045776367,,,3.5999999046325684,36.16999816894531,14.449999809265137,14.9399995803833,,35.40999984741211,21.56999969482422,11.949999809265137,,5.949999809265137,9.569999694824219,9.789999961853027,9.569999694824219,10.0,13.630000114440918,16.850000381469727,243.8000030517578,10.460000038146973,9.199999809265137,9.84000015258789,6.75,,,,,,9.600000381469727,57.88999938964844,,,15.505000114440918,,19.559999465942383,19.75,,7.920000076293945,9.979999542236328,,17.8799991607666
2018-11-05,,26.520000457763672,9.989999771118164,,,11.270000457763672,42.83000183105469,15.970000267028809,40.560001373291016,,,5.914999961853027,44.20000076293945,9.75,19.450000762939453,38.869998931884766,10.399999618530273,35.130001068115234,,,3.7899999618530273,36.0,14.65999984741211,14.8100004196167,,35.939998626708984,22.040000915527344,12.109999656677246,,5.75,9.510000228881836,9.789999961853027,9.5600004196167,10.180000305175781,13.899999618530273,16.850000381469727,245.8000030517578,10.430000305175781,8.640000343322754,9.630000114440918,6.789999961853027,,,,,,9.770000457763672,56.849998474121094,,,14.574999809265137,,18.979999542236328,19.350000381469727,,7.989999771118164,9.890000343322754,,17.979999542236328
2018-11-06,,27.389999389648438,10.0,,,11.3100004196167,42.25,16.040000915527344,40.369998931884766,,,6.09499979019165,44.529998779296875,9.699999809265137,19.790000915527344,38.5,10.40999984741211,24.8799991607666,,,3.7300000190734863,31.954999923706055,9.279999732971191,14.770000457763672,,38.81999969482422,22.200000762939453,12.199999809265137,,5.760000228881836,9.489999771118164,9.789999961853027,9.649999618530273,9.609999656677246,13.729999542236328,16.899999618530273,249.0,10.199999809265137,9.09000015258789,9.710000038146973,6.539999961853027,,,,,,9.960000038146973,55.619998931884766,,,14.710000038146973,,19.219999313354492,18.950000762939453,,8.149999618530273,10.0,,18.389999389648438
2018-11-07,,27.940000534057617,10.300000190734863,,,11.260000228881836,40.130001068115234,16.040000915527344,40.52000045776367,,,6.114999771118164,44.77000045776367,9.600000381469727,20.969999313354492,38.939998626708984,10.260000228881836,23.100000381469727,,,4.139999866485596,31.709999084472656,9.15999984741211,14.0,,38.84000015258789,22.299999237060547,12.149999618530273,,5.800000190734863,9.729999542236328,9.789999961853027,9.5600004196167,10.010000228881836,14.109999656677246,16.850000381469727,162.0,10.199999809265137,8.90999984741211,9.880000114440918,6.46999979019165,,,,,,10.369999885559082,58.86000061035156,,,15.15999984741211,,19.81999969482422,18.610000610351562,,9.779999732971191,10.020000457763672,,18.479999542236328
2018-11-08,,27.110000610351562,12.0,,,11.15999984741211,41.81999969482422,15.979999542236328,38.91999816894531,,,5.75,45.0,9.25,19.950000762939453,39.25,10.25,21.170000076293945,,,4.119999885559082,29.149999618530273,9.40999984741211,13.869999885559082,,38.79999923706055,22.190000534057617,12.029999732971191,,4.811999797821045,9.720000267028809,9.789999961853027,9.5600004196167,9.569999694824219,15.119999885559082,16.850000381469727,140.0,10.300000190734863,9.119999885559082,9.829999923706055,7.420000076293945,,,,,,9.789999961853027,45.7400016784668,,,14.84000015258789,,19.889999389648438,18.700000762939453,,10.300000190734863,10.050000190734863,,18.709999084472656
2018-11-09,,26.549999237060547,11.729999542236328,,,11.5600004196167,42.029998779296875,15.970000267028809,38.029998779296875,,,5.875,43.849998474121094,9.0,15.670000076293945,38.20000076293945,10.100000381469727,22.280000686645508,,,3.8499999046325684,28.31999969482422,9.710000038146973,13.010000228881836,,37.790000915527344,22.219999313354492,12.59000015258789,,4.9679999351501465,9.670000076293945,9.789999961853027,9.630000114440918,9.680000305175781,14.460000038146973,16.850000381469727,154.0,10.529999732971191,8.710000038146973,9.65999984741211,6.900000095367432,,,,,,9.6899995803833,43.939998626708984,,,15.015000343322754,,19.81999969482422,18.700000762939453,,11.180000305175781,10.460000038146973,,18.43000030517578
2018-11-12,,26.309999465942383,11.300000190734863,,,11.550000190734863,40.90999984741211,15.739999771118164,37.72999954223633,,,5.920000076293945,42.4900016784668,8.5600004196167,15.850000381469727,36.33000183105469,9.5,21.8700008392334,,,3.4700000286102295,27.0,9.920000076293945,13.5600004196167,,37.220001220703125,22.270000457763672,12.5,,5.440000057220459,9.819999694824219,9.789999961853027,9.649999618530273,9.869999885559082,14.329999923706055,16.850000381469727,148.60000610351562,9.949999809265137,8.199999809265137,9.569999694824219,6.659999847412109,,,,,,9.6899995803833,41.459999084472656,,,14.375,,19.280000686645508,18.450000762939453,,11.850000381469727,10.489999771118164,,18.440000534057617
2018-11-13,,25.530000686645508,11.460000038146973,9.100000381469727,,11.5600004196167,41.599998474121094,15.850000381469727,36.189998626708984,,,6.085000038146973,41.09000015258789,8.0600004196167,15.59000015258789,31.989999771118164,9.289999961853027,22.200000762939453,,,3.369999885559082,25.940000534057617,9.800000190734863,13.850000381469727,,36.959999084472656,22.139999389648438,12.5,,5.5,9.890000343322754,9.789999961853027,9.640000343322754,10.170000076293945,14.550000190734863,16.950000762939453,145.8000030517578,10.300000190734863,8.3100004196167,9.369999885559082,6.510000228881836,,,,,,9.770000457763672,42.439998626708984,,,14.1850004196167,,19.610000610351562,18.65999984741211,,11.770000457763672,10.390000343322754,,18.959999084472656
2018-11-14,,25.219999313354492,11.350000381469727,8.3100004196167,,11.270000457763672,37.4900016784668,15.680000305175781,36.189998626708984,,,5.614999771118164,41.779998779296875,8.149999618530273,16.610000610351562,30.399999618530273,9.899999618530273,21.950000762939453,,,3.1989998817443848,24.850000381469727,9.4399995803833,13.5,,36.52000045776367,22.09000015258789,12.729999542236328,,5.150000095367432,9.6899995803833,9.789999961853027,9.6899995803833,10.300000190734863,14.779999732971191,16.950000762939453,150.8000030517578,9.9399995803833,8.329999923706055,9.529999732971191,6.75,,,,,,9.600000381469727,43.20000076293945,,,14.5649995803833,,19.43000030517578,18.989999771118164,,11.779999732971191,10.180000305175781,,18.700000762939453
2018-11-15,,25.969999313354492,11.520000457763672,8.824999809265137,,11.350000381469727,38.45000076293945,15.59000015258789,36.619998931884766,,,5.724999904632568,40.0,7.920000076293945,17.040000915527344,31.100000381469727,10.0,21.639999389648438,,,3.450000047683716,22.3700008392334,9.699999809265137,12.960000038146973,,37.540000915527344,21.780000686645508,12.510000228881836,,5.360000133514404,9.859999656677246,9.789999961853027,9.6899995803833,10.050000190734863,15.140000343322754,16.950000762939453,138.1999969482422,9.949999809265137,8.130000114440918,9.40999984741211,6.630000114440918,,,,,,9.600000381469727,44.529998779296875,,,14.895000457763672,,19.579999923706055,18.920000076293945,,11.989999771118164,10.140000343322754,,18.809999465942383
2018-11-16,,25.489999771118164,11.229999542236328,8.680000305175781,,11.319999694824219,38.790000915527344,15.460000038146973,37.459999084472656,,,5.869999885559082,39.189998626708984,8.0,16.229999542236328,31.219999313354492,10.779999732971191,21.079999923706055,,,3.259999990463257,21.959999084472656,9.489999771118164,12.050000190734863,,38.20000076293945,21.719999313354492,12.25,,4.949999809265137,9.770000457763672,9.789999961853027,9.6899995803833,10.050000190734863,14.5600004196167,17.0,142.0,9.779999732971191,7.75,9.550000190734863,6.739999771118164,,,,,,9.770000457763672,44.58000183105469,,,15.949999809265137,,19.989999771118164,19.510000228881836,,12.0,10.010000228881836,,18.93000030517578
2018-11-19,,24.440000534057617,10.9399995803833,8.25,,11.149999618530273,38.04999923706055,15.600000381469727,37.900001525878906,,,5.474999904632568,37.209999084472656,8.260000228881836,15.1899995803833,31.170000076293945,10.010000228881836,22.84000015258789,,,3.0290000438690186,23.670000076293945,9.010000228881836,11.930000305175781,,37.540000915527344,21.459999084472656,12.210000038146973,,5.300000190734863,9.84000015258789,9.789999961853027,9.6899995803833,9.899999618530273,13.010000228881836,17.0,152.0,9.5,7.679999828338623,9.220000267028809,6.670000076293945,,,,,,9.720000267028809,42.66999816894531,,,15.029999732971191,,20.540000915527344,19.190000534057617,,12.069999694824219,9.829999923706055,,18.899999618530273
2018-11-20,,24.25,10.4399995803833,7.840000152587891,,11.09000015258789,38.459999084472656,15.4399995803833,36.040000915527344,,,5.195000171661377,36.060001373291016,7.730000019073486,15.130000114440918,31.100000381469727,10.0,23.06999969482422,,,3.059999942779541,24.31999969482422,8.960000038146973,11.760000228881836,,36.58000183105469,21.510000228881836,11.260000228881836,,5.150000095367432,10.020000457763672,9.789999961853027,9.65999984741211,9.550000190734863,13.170000076293945,16.950000762939453,151.8000030517578,8.770000457763672,7.809999942779541,8.84000015258789,6.610000133514404,,,,,,9.760000228881836,40.86000061035156,,,15.4399995803833,,19.260000228881836,19.280000686645508,,11.59000015258789,9.569999694824219,,18.90999984741211
2018-11-21,,24.75,10.989999771118164,7.699999809265137,,11.029999732971191,38.290000915527344,15.300000190734863,36.7599983215332,,,5.574999809265137,36.959999084472656,8.0,15.649999618530273,30.959999084472656,9.75,22.899999618530273,,,3.187000036239624,24.030000686645508,9.220000267028809,12.199999809265137,,37.41999816894531,21.90999984741211,12.039999961853027,,5.130000114440918,9.819999694824219,9.789999961853027,9.65999984741211,9.65999984741211,13.649999618530273,16.950000762939453,150.8000030517578,8.550000190734863,8.130000114440918,9.09000015258789,6.980000019073486,,,,,,9.729999542236328,40.25,,,15.699999809265137,,19.579999923706055,19.309999465942383,,12.0,9.829999923706055,,18.950000762939453
2018-11-23,,24.18000030517578,10.850000381469727,7.840000152587891,,11.130000114440918,38.040000915527344,15.34000015258789,34.90999984741211,,,5.579999923706055,36.779998779296875,7.699999809265137,15.59000015258789,30.850000381469727,9.75,22.489999771118164,,,3.0999999046325684,24.3799991607666,9.140000343322754,12.119999885559082,,37.75,21.84000015258789,11.739999771118164,,4.849999904632568,9.729999542236328,9.789999961853027,9.65999984741211,9.869999885559082,13.9399995803833,16.950000762939453,152.39999389648438,8.5,8.149999618530273,9.319999694824219,6.949999809265137,,,,,,9.850000381469727,39.91999816894531,,,15.774999618530273,,19.65999984741211,20.559999465942383,,12.140000343322754,9.920000076293945,,19.1299991607666
2018-11-26,,24.959999084472656,11.119999885559082,8.0,,11.84000015258789,39.29999923706055,15.380000114440918,34.220001220703125,,,5.329999923706055,36.189998626708984,7.900000095367432,15.890000343322754,30.93000030517578,9.75,22.56999969482422,,,3.0399999618530273,24.920000076293945,9.140000343322754,12.329999923706055,,38.41999816894531,21.649999618530273,11.890000343322754,,5.130000114440918,10.5600004196167,9.789999961853027,9.680000305175781,9.619999885559082,13.40999984741211,17.100000381469727,149.39999389648438,8.5600004196167,8.119999885559082,9.050000190734863,6.960000038146973,,,,,,10.380000114440918,41.209999084472656,,,16.225000381469727,,19.56999969482422,19.809999465942383,,12.319999694824219,9.880000114440918,,19.200000762939453
2018-11-27,,24.440000534057617,10.760000228881836,7.75,,11.979999542236328,39.0,15.319999694824219,34.060001373291016,,,5.010000228881836,36.689998626708984,7.519999980926514,15.460000038146973,30.389999389648438,9.800000190734863,22.780000686645508,,,2.950000047683716,23.950000762939453,9.420000076293945,11.529999732971191,,37.380001068115234,21.510000228881836,12.0,,5.099999904632568,10.489999771118164,9.789999961853027,9.6899995803833,9.529999732971191,12.829999923706055,17.100000381469727,146.60000610351562,8.699999809265137,7.800000190734863,8.949999809265137,6.599999904632568,,,,,,10.069999694824219,39.220001220703125,,,16.2549991607666,,19.760000228881836,19.649999618530273,,12.270000457763672,9.8100004196167,,19.31999969482422
2018-11-28,,25.34000015258789,11.029999732971191,7.690000057220459,,12.229999542236328,40.7400016784668,15.5,34.880001068115234,,,5.135000228881836,37.75,7.659999847412109,15.859999656677246,31.209999084472656,9.510000228881836,22.540000915527344,,,2.9749999046325684,25.299999237060547,9.289999961853027,11.760000228881836,,38.0,21.809999465942383,12.239999771118164,,5.610000133514404,10.489999771118164,9.789999961853027,9.699999809265137,9.649999618530273,12.460000038146973,17.219999313354492,151.0,8.760000228881836,8.0,9.0,6.789999961853027,,,,,,10.0600004196167,38.93000030517578,,,16.579999923706055,,20.18000030517578,20.149999618530273,,12.279999732971191,10.0600004196167,,19.600000381469727
2018-11-29,,25.34000015258789,11.0,7.639999866485596,,12.0600004196167,39.75,15.449999809265137,35.060001373291016,,,5.329999923706055,37.470001220703125,7.75,16.06999969482422,30.100000381469727,12.300000190734863,22.350000381469727,,,3.0399999618530273,26.540000915527344,9.289999961853027,11.550000190734863,,37.70000076293945,21.75,12.149999618530273,,5.480000019073486,10.489999771118164,9.789999961853027,9.75,9.329999923706055,11.829999923706055,17.219999313354492,146.8000030517578,8.920000076293945,8.149999618530273,8.649999618530273,6.78000020980835,,,,,,9.899999618530273,40.84000015258789,,,16.645000457763672,,19.84000015258789,20.610000610351562,,12.079999923706055,10.079999923706055,,19.75
2018-11-30,,24.75,11.149999618530273,7.639999866485596,,12.09000015258789,38.90999984741211,15.5,34.279998779296875,,,5.425000190734863,36.77000045776367,7.699999809265137,15.029999732971191,30.920000076293945,12.1899995803833,23.290000915527344,,,3.0,25.420000076293945,9.3100004196167,11.5,,37.81999969482422,21.06999969482422,12.119999885559082,,5.289999961853027,10.399999618530273,9.729999542236328,9.75,9.510000228881836,12.079999923706055,16.700000762939453,146.0,9.399999618530273,8.010000228881836,8.399999618530273,6.900000095367432,,,,,,9.789999961853027,40.75,,,17.145000457763672,,20.31999969482422,20.299999237060547,,12.25,10.0,,19.739999771118164
2018-12-03,,25.3700008392334,11.03499984741211,7.849999904632568,,11.960000038146973,38.33000183105469,15.640000343322754,34.7400016784668,,,5.474999904632568,38.33000183105469,8.010000228881836,14.779999732971191,31.43000030517578,12.0,23.200000762939453,,,3.0,26.420000076293945,9.289999961853027,11.579999923706055,,38.439998626708984,21.520000457763672,12.479999542236328,,5.539999961853027,10.40999984741211,9.729999542236328,9.75,9.630000114440918,12.0,16.979999542236328,151.0,8.529999732971191,8.199999809265137,8.699999809265137,6.929999828338623,,,,,,9.859999656677246,42.16999816894531,,,17.375,,20.420000076293945,21.809999465942383,,12.130000114440918,10.039999961853027,,19.139999389648438
2018-12-04,,23.280000686645508,10.470000267028809,7.71999979019165,,11.5600004196167,36.060001373291016,15.3100004196167,33.11000061035156,,,5.059999942779541,36.34000015258789,7.599999904632568,14.760000228881836,29.030000686645508,11.600000381469727,22.40999984741211,,,2.880000114440918,25.450000762939453,8.899999618530273,11.430000305175781,,36.720001220703125,21.229999542236328,12.199999809265137,,5.5229997634887695,9.880000114440918,9.729999542236328,9.75,9.260000228881836,10.630000114440918,16.979999542236328,138.8000030517578,8.729999542236328,8.0,8.430000305175781,6.349999904632568,,,,,,9.399999618530273,39.779998779296875,,,16.690000534057617,,19.190000534057617,21.790000915527344,,11.619999885559082,9.920000076293945,,18.65999984741211
2018-12-06,,22.899999618530273,10.779999732971191,7.75,,11.119999885559082,37.40999984741211,14.960000038146973,32.189998626708984,,,5.010000228881836,35.52000045776367,7.380000114440918,14.8100004196167,27.65999984741211,11.5,22.700000762939453,,,2.8499999046325684,26.520000457763672,8.989999771118164,11.5600004196167,,35.9900016784668,21.3799991607666,12.069999694824219,,5.239999771118164,10.039999961853027,9.729999542236328,9.75,8.869999885559082,11.6899995803833,16.610000610351562,140.8000030517578,8.600000381469727,7.849999904632568,8.600000381469727,6.389999866485596,,,,,,9.699999809265137,40.81999969482422,,,16.760000228881836,,18.950000762939453,21.770000457763672,,11.079999923706055,9.920000076293945,,18.959999084472656
2018-12-07,,22.299999237060547,10.470000267028809,7.840000152587891,,11.329999923706055,35.34000015258789,14.75,32.310001373291016,,,4.804999828338623,32.36000061035156,7.559999942779541,14.369999885559082,27.450000762939453,11.550000190734863,22.489999771118164,,,2.890000104904175,26.489999771118164,9.0,11.630000114440918,,35.11000061035156,21.469999313354492,11.670000076293945,,5.5,9.800000190734863,9.729999542236328,9.739999771118164,8.09000015258789,11.890000343322754,16.75,144.1999969482422,8.75,7.670000076293945,8.34000015258789,6.099999904632568,,,,,,9.0,37.91999816894531,,,16.155000686645508,,18.6299991607666,21.540000915527344,,11.15999984741211,9.84000015258789,,19.010000228881836
2018-12-10,,22.079999923706055,10.380000114440918,8.319999694824219,,11.350000381469727,34.810001373291016,14.420000076293945,30.389999389648438,,,5.025000095367432,31.899999618530273,7.340000152587891,14.800000190734863,27.799999237060547,11.770000457763672,22.399999618530273,,,2.924999952316284,26.940000534057617,9.260000228881836,11.630000114440918,,34.7599983215332,21.389999389648438,11.59000015258789,,5.445000171661377,9.800000190734863,9.729999542236328,9.739999771118164,7.53000020980835,11.699999809265137,16.75,137.0,8.510000228881836,7.130000114440918,8.5600004196167,5.980000019073486,,,,,,8.75,37.20000076293945,,,15.734999656677246,,18.889999389648438,21.90999984741211,,11.300000190734863,9.84000015258789,,19.219999313354492
2018-12-11,,21.579999923706055,10.640000343322754,9.15999984741211,,11.100000381469727,34.75,14.210000038146973,30.670000076293945,,,5.329999923706055,32.36000061035156,7.550000190734863,14.039999961853027,27.649999618530273,11.829999923706055,22.149999618530273,,,2.9800000190734863,26.950000762939453,9.0,11.850000381469727,,34.88999938964844,21.270000457763672,11.460000038146973,,5.235000133514404,9.390000343322754,9.729999542236328,9.729999542236328,6.619999885559082,11.510000228881836,16.756000518798828,129.0,8.300000190734863,7.150000095367432,9.130000114440918,5.650000095367432,,,,,,8.760000228881836,35.810001373291016,,,15.595000267028809,,19.229999542236328,22.18000030517578,,11.289999961853027,9.829999923706055,,19.030000686645508
2018-12-12,,21.84000015258789,10.779999732971191,9.699999809265137,,11.390000343322754,36.029998779296875,14.199999809265137,31.559999465942383,,,5.125,31.860000610351562,7.510000228881836,14.3100004196167,28.34000015258789,12.100000381469727,22.1200008392334,,,3.009999990463257,26.579999923706055,9.199999809265137,12.039999961853027,,34.900001525878906,20.299999237060547,11.800000190734863,,5.139999866485596,9.149999618530273,9.729999542236328,9.760000228881836,8.350000381469727,11.880000114440918,16.950000762939453,133.0,8.800000190734863,7.0,9.239999771118164,5.659999847412109,,,,,,9.029999732971191,35.16999816894531,,,15.614999771118164,,19.389999389648438,22.09000015258789,,10.970000267028809,9.920000076293945,,19.110000610351562
2018-12-13,,21.350000381469727,10.619999885559082,9.449999809265137,,11.289999961853027,35.68000030517578,13.930000305175781,31.59000015258789,,,4.78000020980835,30.690000534057617,7.309999942779541,13.710000038146973,28.68000030517578,12.010000228881836,22.110000610351562,,,2.799999952316284,27.43000030517578,8.949999809265137,12.020000457763672,,34.470001220703125,20.329999923706055,11.680000305175781,,5.260000228881836,8.989999771118164,9.729999542236328,9.75,8.329999923706055,10.229999542236328,16.75,124.19999694824219,8.579999923706055,7.010000228881836,10.0,5.550000190734863,,,,,,8.25,33.7400016784668,,,15.550000190734863,,19.219999313354492,22.040000915527344,,10.640000343322754,9.979999542236328,,19.1200008392334
2018-12-14,,21.219999313354492,10.40999984741211,8.729999542236328,,10.979999542236328,34.7599983215332,13.84000015258789,31.34000015258789,,,4.659999847412109,29.84000015258789,7.349999904632568,13.380000114440918,28.649999618530273,11.800000190734863,22.790000915527344,,,2.890000104904175,27.389999389648438,8.65999984741211,12.0600004196167,,33.95000076293945,20.1200008392334,11.430000305175781,,5.809999942779541,8.9399995803833,9.729999542236328,9.75,8.640000343322754,10.100000381469727,17.329999923706055,130.1999969482422,8.680000305175781,7.130000114440918,9.069999694824219,5.710000038146973,,,,,,8.34000015258789,33.41999816894531,,,15.039999961853027,,18.770000457763672,21.979999542236328,,10.069999694824219,9.75,,19.229999542236328
2018-12-17,,20.5,10.270000457763672,9.0600004196167,,10.5,33.02000045776367,13.260000228881836,29.68000030517578,,,4.489999771118164,29.229999542236328,7.489999771118164,13.600000381469727,27.860000610351562,11.90999984741211,22.809999465942383,,,2.6700000762939453,26.479999542236328,8.40999984741211,12.119999885559082,,33.900001525878906,19.260000228881836,11.239999771118164,,5.285999774932861,9.020000457763672,9.729999542236328,9.75,8.119999885559082,9.949999809265137,17.329999923706055,133.39999389648438,8.569999694824219,7.019999980926514,8.850000381469727,5.71999979019165,,,,,,8.359999656677246,32.119998931884766,,,14.045000076293945,,18.43000030517578,21.15999984741211,,9.649999618530273,9.899999618530273,,19.09000015258789
2018-12-18,,20.600000381469727,10.220000267028809,8.699999809265137,,10.0600004196167,33.849998474121094,13.579999923706055,30.6200008392334,,,4.409999847412109,29.06999969482422,7.380000114440918,13.140000343322754,28.5,11.899999618530273,23.139999389648438,,,2.5,25.489999771118164,8.920000076293945,12.520000457763672,,34.209999084472656,19.34000015258789,11.0600004196167,,5.210000038146973,8.920000076293945,9.729999542236328,9.75,8.3100004196167,9.140000343322754,17.290000915527344,115.19999694824219,8.449999809265137,6.909999847412109,8.640000343322754,5.650000095367432,,,,,,8.609999656677246,31.34000015258789,,,15.65999984741211,,18.450000762939453,21.09000015258789,,9.369999885559082,9.869999885559082,,19.15999984741211
2018-12-19,,19.729999542236328,10.149999618530273,8.470000267028809,,10.130000114440918,33.13999938964844,13.4399995803833,29.469999313354492,,,4.199999809265137,29.079999923706055,7.480000019073486,12.529999732971191,28.0,11.75,23.549999237060547,,,2.5399999618530273,26.010000228881836,9.029999732971191,12.350000381469727,,33.650001525878906,19.059999465942383,11.130000114440918,,4.929999828338623,8.300000190734863,9.729999542236328,9.739999771118164,8.100000381469727,7.900000095367432,16.610000610351562,112.4000015258789,8.460000038146973,6.510000228881836,8.460000038146973,5.480000019073486,,,,,,8.65999984741211,30.610000610351562,,,15.380000114440918,,18.049999237060547,20.8799991607666,,9.010000228881836,9.930000305175781,,19.5
2018-12-20,,19.200000762939453,10.260000228881836,7.789999961853027,,10.079999923706055,32.599998474121094,12.829999923706055,29.18000030517578,,,4.025000095367432,27.020000457763672,7.329999923706055,12.510000228881836,25.510000228881836,11.40999984741211,23.440000534057617,,,2.319999933242798,25.639999389648438,9.0,12.15999984741211,,34.279998779296875,19.0,11.100000381469727,,4.670000076293945,8.34000015258789,9.729999542236328,9.739999771118164,7.679999828338623,7.320000171661377,16.270000457763672,108.19999694824219,8.420000076293945,6.489999771118164,8.5600004196167,5.599999904632568,,,,,,8.170000076293945,29.65999984741211,,,14.914999961853027,,17.299999237060547,20.079999923706055,,8.850000381469727,10.119999885559082,,19.190000534057617
2018-12-21,,19.860000610351562,10.260000228881836,7.630000114440918,,10.34000015258789,30.809999465942383,12.949999809265137,27.489999771118164,,,3.9100000858306885,26.40999984741211,7.110000133514404,11.569999694824219,24.09000015258789,11.600000381469727,23.350000381469727,,,2.2300000190734863,23.700000762939453,8.65999984741211,12.039999961853027,,34.31999969482422,18.40999984741211,11.329999923706055,,4.961999893188477,8.09000015258789,9.729999542236328,9.729999542236328,7.78000020980835,6.860000133514404,16.950000762939453,103.5999984741211,8.5,6.679999828338623,7.940000057220459,5.5,,,,,,8.510000228881836,27.280000686645508,,,14.375,,17.1200008392334,21.329999923706055,,9.050000190734863,9.800000190734863,,19.549999237060547
2018-12-24,,18.920000076293945,10.0600004196167,7.739999771118164,,10.109999656677246,30.940000534057617,13.0,26.610000610351562,,,3.4749999046325684,26.479999542236328,7.03000020980835,11.65999984741211,23.25,11.649999618530273,24.270000457763672,,,2.299999952316284,23.280000686645508,9.220000267028809,12.359999656677246,,33.619998931884766,18.610000610351562,11.069999694824219,,5.090000152587891,8.119999885559082,9.729999542236328,9.729999542236328,7.409999847412109,6.800000190734863,16.760000228881836,99.80000305175781,8.319999694824219,6.429999828338623,7.699999809265137,5.510000228881836,,,,,,8.279999732971191,27.170000076293945,,,14.045000076293945,,16.889999389648438,20.649999618530273,,9.010000228881836,9.399999618530273,,19.040000915527344
2018-12-26,,20.219999313354492,10.420000076293945,8.074999809265137,,10.0600004196167,33.08000183105469,13.279999732971191,27.959999084472656,,,3.5399999618530273,28.260000228881836,7.489999771118164,12.710000038146973,24.399999618530273,11.649999618530273,25.350000381469727,,,2.25,25.360000610351562,9.479999542236328,12.460000038146973,,35.36000061035156,19.520000457763672,11.489999771118164,,5.050000190734863,8.4399995803833,9.729999542236328,9.699999809265137,7.679999828338623,6.75,16.610000610351562,103.0,8.5,6.389999866485596,8.029999732971191,5.590000152587891,,,,,,8.989999771118164,30.350000381469727,,,14.4399995803833,,17.940000534057617,21.479999542236328,,9.1899995803833,9.789999961853027,,18.8799991607666
2018-12-27,,20.389999389648438,10.460000038146973,7.630000114440918,,9.84000015258789,33.279998779296875,12.930000305175781,27.600000381469727,,,3.5399999618530273,29.059999465942383,7.75,12.970000267028809,25.06999969482422,11.850000381469727,25.34000015258789,,,2.186000108718872,26.729999542236328,9.470000267028809,12.069999694824219,,36.290000915527344,19.5,11.529999732971191,,5.335000038146973,8.40999984741211,9.729999542236328,9.720000267028809,7.730000019073486,6.559999942779541,16.489999771118164,101.5999984741211,8.630000114440918,6.119999885559082,8.069999694824219,5.510000228881836,,,,,,8.350000381469727,30.459999084472656,,,14.625,,18.450000762939453,21.200000762939453,,9.130000114440918,10.079999923706055,,18.899999618530273
2018-12-28,,20.3799991607666,10.470000267028809,7.75,,10.220000267028809,33.529998779296875,12.739999771118164,27.360000610351562,,,3.625,28.979999542236328,8.199999809265137,13.109999656677246,25.549999237060547,11.75,25.700000762939453,,,2.1500000953674316,26.899999618530273,9.579999923706055,12.300000190734863,,36.4900016784668,19.43000030517578,12.020000457763672,,5.269999980926514,8.920000076293945,9.75,9.779999732971191,7.739999771118164,7.03000020980835,16.600000381469727,103.19999694824219,8.760000228881836,6.809999942779541,7.929999828338623,5.760000228881836,,,,,,8.90999984741211,30.15999984741211,,,14.819999694824219,,18.489999771118164,21.75,,9.300000190734863,9.90999984741211,,19.170000076293945
2018-12-31,,20.450000762939453,10.880000114440918,7.730000019073486,,10.550000190734863,33.72999954223633,12.399999618530273,27.079999923706055,,,3.5399999618530273,28.170000076293945,8.5,13.149999618530273,26.329999923706055,11.729999542236328,26.610000610351562,,,2.25,26.290000915527344,9.569999694824219,12.34000015258789,,37.0,19.670000076293945,11.960000038146973,,5.400000095367432,9.020000457763672,9.75,9.779999732971191,7.25,7.710000038146973,17.170000076293945,101.80000305175781,8.65999984741211,7.0,8.020000457763672,5.559999942779541,,,,,,8.829999923706055,30.639999389648438,,,14.850000381469727,,18.899999618530273,22.780000686645508,,10.220000267028809,9.760000228881836,,18.809999465942383
2019-01-02,,21.0,10.869999885559082,7.659999847412109,,10.489999771118164,32.939998626708984,12.8100004196167,27.940000534057617,,,3.5850000381469727,27.940000534057617,8.529999732971191,14.119999885559082,26.260000228881836,11.699999809265137,26.479999542236328,,,2.369999885559082,25.040000915527344,9.6899995803833,12.649999618530273,,36.2400016784668,19.610000610351562,11.960000038146973,,5.980000019073486,9.180000305175781,9.75,9.770000457763672,7.420000076293945,7.699999809265137,17.0,105.4000015258789,8.699999809265137,7.010000228881836,8.270000457763672,6.070000171661377,,,,,,9.5600004196167,32.52000045776367,,,15.645000457763672,,18.920000076293945,22.600000381469727,,10.479999542236328,9.600000381469727,,18.34000015258789
